osm_id,osm_type,lat,lon,ramp,kerb,wheelchair,highway
3906478038,node,22.2854144,114.1537062,,,yes,
3906478039,node,22.2847111,114.1581028,,,yes,
3906478040,node,22.2797829,114.1575345,,,yes,
3912040159,node,22.3010903,114.1720211,,,yes,bus_stop
3912040160,node,22.3000324,114.1718822,,,yes,bus_stop
3914318563,node,22.3109007,114.1689825,,,yes,
3920060239,node,22.3453052,114.2514615,,,yes,
3923722278,node,22.4171445,114.2146769,,,yes,
3930556099,node,22.2852517,114.1625233,,,yes,
3930556112,node,22.28596,114.1622626,,,yes,
3937121773,node,22.2832776,114.1347715,,,yes,
3964454519,node,22.429804,114.2094806,,,yes,
3964454520,node,22.4330659,114.204839,,,yes,
3981955617,node,22.3125402,114.1690763,,,yes,traffic_signals
3986251059,node,22.3108193,114.16782,,,yes,
4036567125,node,22.4695484,114.1948467,,,yes,
4058360886,node,22.451571,114.1648914,,flush,,
4058360887,node,22.4515344,114.164929,,flush,,
4058361691,node,22.4516591,114.1652843,,lowered,,
4059229723,node,22.392996,114.2075042,,lowered,,
4059255380,node,22.3315375,114.1891849,,,yes,
4082342537,node,22.3761061,114.1793978,,,yes,
4087481538,node,22.3815855,114.2741099,,lowered,,
4099072622,node,22.2834236,114.1366559,,,yes,
4116494721,node,22.3123298,114.1709595,,,yes,
4128161006,node,22.2876065,114.1415061,,,yes,
4130718089,node,22.3122438,114.1706281,,,yes,
4141113601,node,22.5264418,114.0483506,,,yes,
4168504989,node,22.2774991,114.164718,,,yes,
4172467890,node,22.4520266,114.1660622,,,yes,
4172514018,node,22.3087308,114.1693156,,,yes,
4181250694,node,22.3102258,114.1703691,,,yes,
4213284991,node,22.516132,114.13269,,,yes,
4213709287,node,22.34548,114.203287,,,yes,
4218552892,node,22.4218705,114.2269362,,,yes,
4254989997,node,22.3174648,114.1904926,,,yes,
4254992902,node,22.3172548,114.190771,,,yes,
4255649364,node,22.2070136,114.0285077,,,yes,
4265905967,node,22.3855716,114.186999,,,yes,
4265907726,node,22.3855577,114.1876902,,,yes,
4269851114,node,22.3718894,113.9929478,,,yes,
4278396190,node,22.3171352,114.1628553,,,yes,
4282108630,node,22.2933902,114.2017241,,,yes,
4324739224,node,22.4494462,114.1633042,,,yes,
4338478841,node,22.4446507,114.1706348,,,yes,
4347552008,node,22.3831744,114.1880686,,,yes,bus_stop
4348153118,node,22.3231676,114.2318186,,,yes,bus_stop
